juy,Month,Package,Low Price,High Price,Price
579,10,36 inch bins,60.0,60.0,60.0
580,10,36 inch bins,125.0,135.0,130.0
581,10,36 inch bins,130.0,130.0,130.0
582,10,36 inch bins,60.0,60.0,60.0
583,11,36 inch bins,125.0,130.0,127.5
584,11,36 inch bins,130.0,130.0,130.0
585,11,36 inch bins,60.0,60.0,60.0
586,11,36 inch bins,125.0,130.0,127.5
587,11,36 inch bins,120.0,130.0,125.0
588,11,36 inch bins,60.0,60.0,60.0
589,11,36 inch bins,125.0,130.0,127.5
590,11,36 inch bins,100.0,130.0,115.0
591,11,36 inch bins,60.0,60.0,60.0
592,11,36 inch bins,125.0,125.0,125.0
593,11,36 inch bins,100.0,125.0,112.5
594,12,36 inch bins,125.0,125.0,125.0
595,12,36 inch bins,100.0,125.0,112.5
596,12,36 inch bins,125.0,125.0,125.0
597,12,36 inch bins,100.0,125.0,112.5
598,9,36 inch bins,170.0,170.0,170.0
599,9,36 inch bins,170.0,170.0,170.0
600,9,24 inch bins,200.0,200.0,200.0
601,9,24 inch bins,200.0,200.0,200.0
602,9,24 inch bins,200.0,200.0,200.0
603,9,24 inch bins,200.0,200.0,200.0
604,9,24 inch bins,200.0,200.0,200.0
605,9,36 inch bins,150.0,150.0,150.0
606,10,36 inch bins,150.0,150.0,150.0
607,10,36 inch bins,150.0,150.0,150.0
608,10,36 inch bins,150.0,150.0,150.0
609,10,36 inch bins,150.0,150.0,150.0
610,10,36 inch bins,150.0,150.0,150.0
611,11,36 inch bins,150.0,150.0,150.0
612,11,36 inch bins,150.0,150.0,150.0
613,9,36 inch bins,200.0,200.0,200.0
614,10,36 inch bins,200.0,200.0,200.0
615,10,36 inch bins,200.0,200.0,200.0
616,10,36 inch bins,200.0,200.0,200.0
617,10,36 inch bins,200.0,200.0,200.0
618,10,36 inch bins,200.0,200.0,200.0
619,11,36 inch bins,200.0,200.0,200.0
620,11,36 inch bins,185.0,200.0,192.5
621,11,36 inch bins,185.0,185.0,185.0
622,11,36 inch bins,185.0,185.0,185.0
623,12,36 inch bins,185.0,185.0,185.0
624,12,36 inch bins,185.0,185.0,185.0
625,12,36 inch bins,185.0,185.0,185.0
626,1,36 inch bins,185.0,185.0,185.0
627,1,36 inch bins,185.0,185.0,185.0
628,1,36 inch bins,185.0,185.0,185.0
629,1,36 inch bins,185.0,185.0,185.0
630,2,36 inch bins,210.0,225.0,217.5
631,2,36 inch bins,210.0,225.0,217.5
632,2,36 inch bins,215.0,225.0,220.0
633,2,36 inch bins,210.0,215.0,212.5
634,3,36 inch bins,210.0,210.0,210.0
635,3,36 inch bins,210.0,210.0,210.0
636,3,36 inch bins,210.0,210.0,210.0
637,3,36 inch bins,210.0,210.0,210.0
638,4,36 inch bins,210.0,210.0,210.0
639,4,36 inch bins,210.0,210.0,210.0
640,4,36 inch bins,210.0,210.0,210.0
641,4,36 inch bins,210.0,210.0,210.0
642,4,36 inch bins,210.0,210.0,210.0
643,5,36 inch bins,210.0,225.0,217.5
644,5,36 inch bins,225.0,225.0,225.0
645,5,36 inch bins,225.0,225.0,225.0
646,5,36 inch bins,225.0,225.0,225.0
647,6,36 inch bins,225.0,225.0,225.0
648,6,36 inch bins,225.0,225.0,225.0
649,6,36 inch bins,225.0,225.0,225.0
650,6,36 inch bins,225.0,225.0,225.0
651,7,36 inch bins,225.0,255.0,240.0
652,7,36 inch bins,255.0,255.0,255.0
653,7,36 inch bins,255.0,255.0,255.0
654,7,36 inch bins,255.0,255.0,255.0
655,7,36 inch bins,255.0,255.0,255.0
656,8,36 inch bins,255.0,255.0,255.0
657,8,36 inch bins,255.0,255.0,255.0
658,8,36 inch bins,255.0,255.0,255.0
659,8,36 inch bins,255.0,255.0,255.0
660,8,36 inch bins,255.0,255.0,255.0
661,8,bins,200.0,200.0,200.0
662,9,bins,200.0,200.0,200.0
663,9,bins,200.0,200.0,200.0
664,9,bins,200.0,200.0,200.0
665,9,bins,200.0,200.0,200.0
666,9,bins,200.0,200.0,200.0
667,9,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
668,9,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
669,9,1 1/9 bushel cartons,17.0,18.0,15.75
670,10,1 1/9 bushel cartons,17.0,18.0,15.75
671,10,1 1/9 bushel cartons,17.0,18.0,15.75
672,10,1 1/9 bushel cartons,17.0,18.0,15.75
673,10,1 1/9 bushel cartons,17.0,18.0,15.75
674,10,1 1/9 bushel cartons,17.0,18.0,15.75
675,10,1 1/9 bushel cartons,17.0,18.0,15.75
676,10,1 1/9 bushel cartons,17.0,18.0,15.75
677,10,1 1/9 bushel cartons,17.0,18.0,15.75
678,10,1 1/9 bushel cartons,17.0,18.0,15.75
679,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
680,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
681,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
682,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
683,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
684,10,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
685,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
686,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
687,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
688,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
689,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
690,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
691,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
692,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
693,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
694,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
695,11,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
696,12,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
697,12,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
698,12,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
699,12,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
700,8,1 1/9 bushel cartons,20.0,20.0,18.0
701,9,1 1/9 bushel cartons,20.0,20.0,18.0
702,9,1 1/9 bushel cartons,18.0,18.0,16.2
703,9,1 1/9 bushel cartons,20.0,20.0,18.0
704,9,1 1/9 bushel cartons,18.0,18.0,16.2
705,9,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
706,9,1 1/9 bushel cartons,17.0,19.0,16.2
707,9,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
708,9,1 1/9 bushel cartons,17.0,19.0,16.2
709,9,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
710,9,1 1/9 bushel cartons,17.0,19.0,16.2
711,10,1 1/9 bushel cartons,22.5,22.5,20.25
712,10,1 1/9 bushel cartons,22.5,22.5,20.25
713,10,1 1/9 bushel cartons,22.5,22.5,20.25
714,10,1 1/9 bushel cartons,22.5,22.5,20.25
715,11,1 1/9 bushel cartons,22.5,22.5,20.25
716,11,1 1/9 bushel cartons,22.5,22.5,20.25
717,11,1 1/9 bushel cartons,22.5,22.5,20.25
718,11,1 1/9 bushel cartons,22.5,22.5,20.25
719,12,1 1/9 bushel cartons,22.5,22.5,20.25
720,9,24 inch bins,200.0,200.0,200.0
721,10,24 inch bins,200.0,200.0,200.0
722,10,24 inch bins,200.0,200.0,200.0
723,10,24 inch bins,200.0,220.0,210.0
724,10,24 inch bins,180.0,180.0,180.0
725,10,24 inch bins,200.0,220.0,210.0
726,10,24 inch bins,180.0,180.0,180.0
727,10,24 inch bins,200.0,200.0,200.0
728,10,24 inch bins,180.0,180.0,180.0
729,11,24 inch bins,200.0,200.0,200.0
730,11,24 inch bins,180.0,180.0,180.0
731,11,24 inch bins,200.0,200.0,200.0
732,11,24 inch bins,180.0,180.0,180.0
733,11,24 inch bins,200.0,200.0,200.0
734,11,24 inch bins,180.0,180.0,180.0
735,11,24 inch bins,200.0,200.0,200.0
736,12,24 inch bins,200.0,200.0,200.0
737,12,24 inch bins,200.0,200.0,200.0
738,9,36 inch bins,200.0,200.0,200.0
739,9,36 inch bins,200.0,200.0,200.0
740,9,36 inch bins,200.0,215.0,207.5
741,9,36 inch bins,200.0,215.0,207.5
742,9,36 inch bins,200.0,215.0,207.5
743,9,36 inch bins,200.0,215.0,207.5
744,9,36 inch bins,200.0,215.0,207.5
745,9,36 inch bins,200.0,215.0,207.5
746,9,36 inch bins,175.0,175.0,175.0
747,9,36 inch bins,200.0,200.0,200.0
748,9,36 inch bins,200.0,215.0,207.5
749,9,36 inch bins,200.0,215.0,207.5
750,9,36 inch bins,175.0,175.0,175.0
751,9,36 inch bins,225.0,225.0,225.0
752,10,36 inch bins,175.0,225.0,200.0
753,10,36 inch bins,175.0,175.0,175.0
754,10,36 inch bins,175.0,175.0,175.0
755,10,36 inch bins,175.0,175.0,175.0
756,10,36 inch bins,175.0,175.0,175.0
757,11,36 inch bins,175.0,175.0,175.0
758,11,36 inch bins,175.0,175.0,175.0
759,11,36 inch bins,175.0,175.0,175.0
760,9,1/2 bushel cartons,19.0,19.0,38.0
761,9,1/2 bushel cartons,18.0,20.0,38.0
762,9,1/2 bushel cartons,17.0,19.0,36.0
763,9,1/2 bushel cartons,19.0,19.0,38.0
764,9,1/2 bushel cartons,18.0,20.0,38.0
765,9,1/2 bushel cartons,17.0,19.0,36.0
766,9,1/2 bushel cartons,19.0,19.0,38.0
767,9,1/2 bushel cartons,18.0,20.0,38.0
768,9,1/2 bushel cartons,17.0,19.0,36.0
769,9,1/2 bushel cartons,17.0,17.0,34.0
770,9,1/2 bushel cartons,17.0,17.0,34.0
771,9,1/2 bushel cartons,17.0,17.0,34.0
772,9,1/2 bushel cartons,17.0,18.0,35.0
773,9,1/2 bushel cartons,17.0,18.0,35.0
774,10,1/2 bushel cartons,17.0,18.0,35.0
775,10,1/2 bushel cartons,17.0,18.0,35.0
776,10,1/2 bushel cartons,17.0,18.0,35.0
777,10,1/2 bushel cartons,17.0,18.0,35.0
778,10,1/2 bushel cartons,17.0,18.0,35.0
779,10,1/2 bushel cartons,17.0,18.0,35.0
780,10,1/2 bushel cartons,17.0,18.0,35.0
781,10,1/2 bushel cartons,17.0,18.0,35.0
782,10,1/2 bushel cartons,17.0,18.0,35.0
783,10,1/2 bushel cartons,17.0,18.0,35.0
784,10,1/2 bushel cartons,17.0,18.0,35.0
785,10,1/2 bushel cartons,17.0,18.0,35.0
786,10,1/2 bushel cartons,17.0,17.0,34.0
787,10,1/2 bushel cartons,17.0,17.0,34.0
788,10,1/2 bushel cartons,17.0,17.0,34.0
789,10,1/2 bushel cartons,17.0,17.0,34.0
790,10,1/2 bushel cartons,17.0,17.0,34.0
791,10,1/2 bushel cartons,17.0,17.0,34.0
792,10,1/2 bushel cartons,17.0,17.0,34.0
793,10,1/2 bushel cartons,17.0,17.0,34.0
794,11,1/2 bushel cartons,17.0,17.0,34.0
795,11,1/2 bushel cartons,17.0,17.0,34.0
796,11,1/2 bushel cartons,17.0,17.0,34.0
797,11,1/2 bushel cartons,17.0,17.0,34.0
798,11,1/2 bushel cartons,17.0,17.0,34.0
799,11,1/2 bushel cartons,17.0,17.0,34.0
800,11,1/2 bushel cartons,17.0,18.0,35.0
801,11,1/2 bushel cartons,17.0,17.0,34.0
802,11,1/2 bushel cartons,17.0,17.0,34.0
803,11,1/2 bushel cartons,17.0,17.0,34.0
804,11,1/2 bushel cartons,17.0,17.0,34.0
805,11,1/2 bushel cartons,17.0,18.0,35.0
806,9,1/2 bushel cartons,19.0,19.0,38.0
807,9,1/2 bushel cartons,17.0,19.0,36.0
808,9,1/2 bushel cartons,17.0,19.0,36.0
809,9,1/2 bushel cartons,17.0,19.0,36.0
810,10,24 inch bins,120.0,120.0,120.0
811,10,24 inch bins,120.0,120.0,120.0
812,10,24 inch bins,120.0,120.0,120.0
813,9,36 inch bins,150.0,150.0,150.0
814,9,36 inch bins,160.0,160.0,160.0
815,9,36 inch bins,140.0,150.0,145.0
816,9,36 inch bins,140.0,140.0,140.0
817,9,36 inch bins,200.0,200.0,200.0
818,9,36 inch bins,175.0,175.0,175.0
819,9,36 inch bins,150.0,150.0,150.0
820,9,36 inch bins,150.0,150.0,150.0
821,9,36 inch bins,140.0,140.0,140.0
822,9,36 inch bins,140.0,140.0,140.0
823,10,36 inch bins,150.0,150.0,150.0
824,10,36 inch bins,160.0,160.0,160.0
825,10,36 inch bins,140.0,150.0,145.0
826,10,36 inch bins,140.0,140.0,140.0
827,10,36 inch bins,200.0,200.0,200.0
828,10,36 inch bins,165.0,165.0,165.0
829,10,36 inch bins,150.0,150.0,150.0
830,10,36 inch bins,150.0,150.0,150.0
831,10,36 inch bins,125.0,125.0,125.0
832,10,36 inch bins,140.0,140.0,140.0
833,10,36 inch bins,140.0,140.0,140.0
834,10,36 inch bins,150.0,150.0,150.0
835,10,36 inch bins,160.0,160.0,160.0
836,10,36 inch bins,140.0,150.0,145.0
837,10,36 inch bins,140.0,140.0,140.0
838,10,36 inch bins,200.0,200.0,200.0
839,10,36 inch bins,165.0,165.0,165.0
840,10,36 inch bins,150.0,150.0,150.0
841,10,36 inch bins,150.0,150.0,150.0
842,10,36 inch bins,125.0,125.0,125.0
843,10,36 inch bins,140.0,140.0,140.0
844,10,36 inch bins,140.0,140.0,140.0
845,10,36 inch bins,150.0,150.0,150.0
846,10,36 inch bins,160.0,160.0,160.0
847,10,36 inch bins,140.0,150.0,145.0
848,10,36 inch bins,140.0,140.0,140.0
849,10,36 inch bins,200.0,200.0,200.0
850,10,36 inch bins,165.0,190.0,177.5
851,10,36 inch bins,150.0,150.0,150.0
852,10,36 inch bins,150.0,150.0,150.0
853,10,36 inch bins,125.0,125.0,125.0
854,10,36 inch bins,140.0,140.0,140.0
855,10,36 inch bins,140.0,140.0,140.0
856,10,36 inch bins,150.0,150.0,150.0
857,10,36 inch bins,160.0,160.0,160.0
858,10,36 inch bins,140.0,150.0,145.0
859,10,36 inch bins,140.0,140.0,140.0
860,10,36 inch bins,200.0,200.0,200.0
861,10,36 inch bins,190.0,190.0,190.0
862,10,36 inch bins,150.0,150.0,150.0
863,10,36 inch bins,150.0,150.0,150.0
864,10,36 inch bins,125.0,125.0,125.0
865,10,36 inch bins,140.0,140.0,140.0
866,10,36 inch bins,140.0,140.0,140.0
867,10,36 inch bins,150.0,150.0,150.0
868,10,36 inch bins,160.0,160.0,160.0
869,10,36 inch bins,140.0,150.0,145.0
870,10,36 inch bins,140.0,140.0,140.0
871,10,36 inch bins,200.0,200.0,200.0
872,10,36 inch bins,190.0,190.0,190.0
873,10,36 inch bins,150.0,150.0,150.0
874,10,36 inch bins,150.0,150.0,150.0
875,10,36 inch bins,125.0,125.0,125.0
876,10,36 inch bins,140.0,140.0,140.0
877,10,36 inch bins,140.0,140.0,140.0
878,9,36 inch bins,150.0,150.0,150.0
879,9,36 inch bins,150.0,150.0,150.0
880,9,36 inch bins,150.0,150.0,150.0
881,9,36 inch bins,160.0,160.0,160.0
882,9,36 inch bins,150.0,160.0,155.0
883,9,36 inch bins,150.0,150.0,150.0
884,9,36 inch bins,130.0,130.0,130.0
885,9,36 inch bins,150.0,150.0,150.0
886,9,36 inch bins,150.0,150.0,150.0
887,9,36 inch bins,150.0,150.0,150.0
888,9,36 inch bins,150.0,150.0,150.0
889,9,36 inch bins,160.0,160.0,160.0
890,9,36 inch bins,150.0,150.0,150.0
891,9,36 inch bins,150.0,150.0,150.0
892,9,36 inch bins,130.0,130.0,130.0
893,9,36 inch bins,150.0,150.0,150.0
894,9,36 inch bins,150.0,150.0,150.0
895,9,36 inch bins,150.0,150.0,150.0
896,9,36 inch bins,150.0,150.0,150.0
897,9,36 inch bins,160.0,160.0,160.0
898,9,36 inch bins,150.0,150.0,150.0
899,9,36 inch bins,150.0,150.0,150.0
900,9,36 inch bins,130.0,130.0,130.0
901,9,24 inch bins,200.0,200.0,200.0
902,9,24 inch bins,200.0,200.0,200.0
903,9,24 inch bins,200.0,200.0,200.0
904,9,24 inch bins,200.0,200.0,200.0
905,9,24 inch bins,200.0,200.0,200.0
906,9,24 inch bins,200.0,200.0,200.0
907,9,24 inch bins,200.0,200.0,200.0
908,9,24 inch bins,200.0,200.0,200.0
909,9,24 inch bins,170.0,170.0,170.0
910,10,24 inch bins,170.0,170.0,170.0
911,10,24 inch bins,175.0,175.0,175.0
912,10,24 inch bins,170.0,170.0,170.0
913,10,24 inch bins,175.0,175.0,175.0
914,10,24 inch bins,170.0,170.0,170.0
915,10,24 inch bins,175.0,175.0,175.0
916,10,24 inch bins,170.0,170.0,170.0
917,10,24 inch bins,175.0,175.0,175.0
918,10,24 inch bins,170.0,170.0,170.0
919,10,24 inch bins,175.0,175.0,175.0
920,9,24 inch bins,160.0,160.0,160.0
921,9,24 inch bins,160.0,160.0,160.0
922,9,24 inch bins,160.0,175.0,167.5
923,9,24 inch bins,175.0,175.0,175.0
924,9,24 inch bins,175.0,175.0,175.0
925,9,24 inch bins,170.0,170.0,170.0
926,10,24 inch bins,170.0,170.0,170.0
927,10,24 inch bins,175.0,175.0,175.0
928,10,24 inch bins,170.0,170.0,170.0
929,10,24 inch bins,175.0,175.0,175.0
930,10,24 inch bins,170.0,170.0,170.0
931,10,24 inch bins,175.0,175.0,175.0
932,10,24 inch bins,170.0,170.0,170.0
933,10,24 inch bins,175.0,175.0,175.0
934,10,24 inch bins,170.0,170.0,170.0
935,10,24 inch bins,175.0,175.0,175.0
936,9,1 1/9 bushel cartons,20.0,20.0,18.0
937,9,24 inch bins,250.0,250.0,250.0
938,9,24 inch bins,200.0,200.0,200.0
939,10,24 inch bins,250.0,250.0,250.0
940,10,24 inch bins,225.0,225.0,225.0
941,10,24 inch bins,185.0,185.0,185.0
942,10,24 inch bins,250.0,250.0,250.0
943,10,24 inch bins,200.0,200.0,200.0
944,10,24 inch bins,250.0,250.0,250.0
945,10,24 inch bins,225.0,225.0,225.0
946,10,24 inch bins,185.0,185.0,185.0
947,10,24 inch bins,250.0,250.0,250.0
948,10,24 inch bins,200.0,200.0,200.0
949,10,24 inch bins,250.0,250.0,250.0
950,10,24 inch bins,185.0,185.0,185.0
951,10,24 inch bins,225.0,225.0,225.0
952,10,24 inch bins,250.0,250.0,250.0
953,10,24 inch bins,200.0,200.0,200.0
954,10,24 inch bins,250.0,250.0,250.0
955,10,24 inch bins,225.0,225.0,225.0
956,10,24 inch bins,185.0,185.0,185.0
957,10,24 inch bins,250.0,250.0,250.0
958,10,24 inch bins,200.0,200.0,200.0
959,10,24 inch bins,250.0,250.0,250.0
960,10,24 inch bins,185.0,185.0,185.0
961,10,24 inch bins,225.0,225.0,225.0
962,10,24 inch bins,250.0,250.0,250.0
963,10,24 inch bins,200.0,200.0,200.0
964,9,24 inch bins,200.0,200.0,200.0
965,9,24 inch bins,200.0,200.0,200.0
966,9,24 inch bins,200.0,200.0,200.0
967,9,24 inch bins,200.0,200.0,200.0
968,9,24 inch bins,200.0,200.0,200.0
969,9,24 inch bins,200.0,200.0,200.0
970,9,24 inch bins,200.0,200.0,200.0
971,9,24 inch bins,200.0,200.0,200.0
972,10,36 inch bins,200.0,200.0,200.0
973,10,36 inch bins,200.0,200.0,200.0
974,10,36 inch bins,200.0,200.0,200.0
975,10,36 inch bins,200.0,200.0,200.0
976,10,36 inch bins,200.0,200.0,200.0
977,9,bushel cartons,19.0,19.0,19.0
978,10,bushel cartons,19.0,19.0,19.0
979,10,bushel cartons,19.0,19.0,19.0
980,10,bushel cartons,19.0,19.0,19.0
981,10,bushel cartons,19.0,19.0,19.0
982,10,bushel cartons,19.0,19.0,19.0
983,11,bushel cartons,19.0,19.0,19.0
984,9,bushel cartons,20.0,20.0,20.0
985,9,24 inch bins,200.0,200.0,200.0
986,10,24 inch bins,200.0,200.0,200.0
987,10,24 inch bins,200.0,200.0,200.0
988,10,24 inch bins,200.0,200.0,200.0
989,10,24 inch bins,200.0,200.0,200.0
990,10,24 inch bins,200.0,200.0,200.0
991,10,24 inch bins,200.0,200.0,200.0
992,10,24 inch bins,200.0,200.0,200.0
993,10,24 inch bins,200.0,200.0,200.0
994,10,24 inch bins,200.0,200.0,200.0
995,10,24 inch bins,200.0,200.0,200.0
996,9,24 inch bins,170.0,170.0,170.0
997,10,24 inch bins,170.0,170.0,170.0
998,10,24 inch bins,125.0,125.0,125.0
999,10,24 inch bins,170.0,170.0,170.0
1000,10,24 inch bins,125.0,125.0,125.0
1001,10,24 inch bins,170.0,170.0,170.0
1002,10,24 inch bins,125.0,125.0,125.0
1003,10,24 inch bins,170.0,170.0,170.0
1004,10,24 inch bins,125.0,125.0,125.0
1005,10,24 inch bins,170.0,170.0,170.0
1006,10,24 inch bins,125.0,125.0,125.0
1007,9,24 inch bins,200.0,200.0,200.0
1008,10,24 inch bins,200.0,200.0,200.0
1009,10,24 inch bins,200.0,200.0,200.0
1010,10,24 inch bins,200.0,200.0,200.0
1011,10,24 inch bins,200.0,200.0,200.0
1012,10,24 inch bins,200.0,200.0,200.0
1013,9,24 inch bins,200.0,200.0,200.0
1014,9,24 inch bins,200.0,200.0,200.0
1015,9,24 inch bins,200.0,200.0,200.0
1016,9,24 inch bins,200.0,200.0,200.0
1017,9,24 inch bins,200.0,200.0,200.0
1018,9,24 inch bins,200.0,200.0,200.0
1019,9,1/2 bushel cartons,18.0,18.0,36.0
1020,9,1/2 bushel cartons,18.0,18.0,36.0
1021,9,1/2 bushel cartons,18.0,18.0,36.0
1022,10,1/2 bushel cartons,18.0,18.0,36.0
1023,10,1/2 bushel cartons,18.0,18.0,36.0
1024,10,1/2 bushel cartons,18.0,18.0,36.0
1025,10,1/2 bushel cartons,18.0,18.0,36.0
1026,10,1/2 bushel cartons,18.0,18.0,36.0
1027,10,1/2 bushel cartons,18.0,18.0,36.0
1028,10,1/2 bushel cartons,18.0,18.0,36.0
1029,10,1/2 bushel cartons,18.0,18.0,36.0
1030,10,1/2 bushel cartons,18.0,18.0,36.0
1031,10,1/2 bushel cartons,18.0,18.0,36.0
1032,10,1/2 bushel cartons,18.0,18.0,36.0
1033,10,1/2 bushel cartons,18.0,18.0,36.0
1034,10,1/2 bushel cartons,18.0,18.0,36.0
1035,10,1/2 bushel cartons,18.0,18.0,36.0
1036,10,1/2 bushel cartons,18.0,18.0,36.0
1037,9,1/2 bushel cartons,17.0,17.0,34.0
1038,9,1/2 bushel cartons,17.0,17.0,34.0
1039,9,1/2 bushel cartons,17.0,17.0,34.0
1040,9,1/2 bushel cartons,17.0,17.0,34.0
1041,9,1/2 bushel cartons,17.0,17.0,34.0
1042,9,1/2 bushel cartons,17.0,17.0,34.0
1043,9,1/2 bushel cartons,15.0,15.0,30.0
1044,9,1/2 bushel cartons,15.0,15.0,30.0
1045,9,1/2 bushel cartons,15.0,15.0,30.0
1046,9,1/2 bushel cartons,15.0,15.0,30.0
1047,9,1/2 bushel cartons,15.0,15.0,30.0
1048,9,1/2 bushel cartons,15.0,15.0,30.0
1049,9,1/2 bushel cartons,21.0,21.0,42.0
1050,9,1/2 bushel cartons,15.0,15.0,30.0
1051,9,1/2 bushel cartons,15.0,15.0,30.0
1052,9,1/2 bushel cartons,15.0,15.0,30.0
1053,9,24 inch bins,400.0,400.0,400.0
1054,9,24 inch bins,400.0,400.0,400.0
1055,9,24 inch bins,400.0,400.0,400.0
1056,9,bushel cartons,28.0,28.0,28.0
1057,9,bushel cartons,28.0,28.0,28.0
1058,10,bushel cartons,30.0,30.0,30.0
1059,10,bushel cartons,28.0,28.0,28.0
1060,10,bushel cartons,28.0,28.0,28.0
1061,10,bushel cartons,30.0,30.0,30.0
1062,10,bushel cartons,28.0,28.0,28.0
1063,10,bushel cartons,28.0,28.0,28.0
1064,10,bushel cartons,30.0,30.0,30.0
1065,10,bushel cartons,28.0,28.0,28.0
1066,10,bushel cartons,28.0,28.0,28.0
1067,10,bushel cartons,30.0,30.0,30.0
1068,10,bushel cartons,28.0,28.0,28.0
1069,10,bushel cartons,28.0,28.0,28.0
1070,10,bushel cartons,30.0,30.0,30.0
1071,10,bushel cartons,28.0,28.0,28.0
1072,10,bushel cartons,28.0,28.0,28.0
1073,9,24 inch bins,120.0,130.0,125.0
1074,9,24 inch bins,120.0,130.0,125.0
1075,10,24 inch bins,120.0,130.0,125.0
1076,10,24 inch bins,120.0,130.0,125.0
1077,10,24 inch bins,120.0,130.0,125.0
1078,10,24 inch bins,120.0,130.0,125.0
1079,10,24 inch bins,120.0,130.0,125.0
1080,10,24 inch bins,120.0,130.0,125.0
1081,10,24 inch bins,120.0,130.0,125.0
1082,10,24 inch bins,120.0,130.0,125.0
1083,10,24 inch bins,85.0,130.0,107.5
1084,10,24 inch bins,85.0,130.0,107.5
1085,11,24 inch bins,80.0,90.0,85.0
1086,11,24 inch bins,80.0,90.0,85.0
1087,9,36 inch bins,120.0,120.0,120.0
1088,9,36 inch bins,120.0,120.0,120.0
1089,9,36 inch bins,120.0,125.0,122.5
1090,9,36 inch bins,160.0,180.0,170.0
1091,9,36 inch bins,235.0,235.0,235.0
1092,9,36 inch bins,275.0,375.0,325.0
1093,9,bins,125.0,150.0,137.5
1094,9,36 inch bins,0.5,0.5,0.5
1095,9,36 inch bins,0.5,0.5,0.5
1096,9,36 inch bins,0.5,0.5,0.5
1097,9,36 inch bins,250.0,250.0,250.0
1098,9,36 inch bins,0.5,0.5,0.5
1099,8,24 inch bins,0.3,0.3,0.3
1100,8,24 inch bins,0.3,0.3,0.3
1101,9,24 inch bins,0.3,0.3,0.3
1102,9,24 inch bins,0.3,0.3,0.3
1103,9,36 inch bins,0.3,0.3,0.3
1104,9,36 inch bins,0.3,0.3,0.3
1105,9,36 inch bins,0.3,0.3,0.3
1106,9,36 inch bins,0.3,0.3,0.3
1107,9,36 inch bins,250.0,250.0,250.0
1108,9,24 inch bins,0.24,0.24,0.24
1109,10,24 inch bins,0.24,0.24,0.24
1110,10,24 inch bins,0.24,0.24,0.24
1111,10,24 inch bins,0.24,0.24,0.24
1112,10,24 inch bins,0.24,0.24,0.24
1113,10,24 inch bins,0.24,0.24,0.24
1114,9,36 inch bins,250.0,250.0,250.0
1115,9,35 lb cartons,30.0,30.0,30.0
1116,9,35 lb cartons,30.0,30.0,30.0
1117,9,35 lb cartons,30.0,30.0,30.0
1118,9,36 inch bins,0.5,0.85,0.675
1119,10,each,250.0,250.0,250.0
1120,10,each,0.55,0.55,0.55
1121,10,each,250.0,250.0,250.0
1122,10,each,0.55,0.55,0.55
1123,10,each,250.0,250.0,250.0
1124,10,each,0.55,0.55,0.55
1125,10,each,250.0,250.0,250.0
1126,10,each,0.55,0.55,0.55
1127,10,each,250.0,250.0,250.0
1128,10,each,0.55,0.55,0.55
1129,9,35 lb cartons,24.5,24.5,24.5
1130,9,35 lb cartons,24.5,24.5,24.5
1131,9,35 lb cartons,24.5,24.5,24.5
1132,9,35 lb cartons,24.5,24.5,24.5
1133,9,35 lb cartons,24.5,24.5,24.5
1134,9,35 lb cartons,24.5,24.5,24.5
1135,9,36 inch bins,150.0,170.0,160.0
1136,9,36 inch bins,150.0,170.0,160.0
1137,9,36 inch bins,130.0,150.0,140.0
1138,9,36 inch bins,130.0,150.0,140.0
1139,9,36 inch bins,120.0,140.0,130.0
1140,9,36 inch bins,150.0,170.0,160.0
1141,9,36 inch bins,120.0,170.0,145.0
1142,9,36 inch bins,180.0,190.0,185.0
1143,10,36 inch bins,150.0,170.0,160.0
1144,10,36 inch bins,150.0,170.0,160.0
1145,10,36 inch bins,140.0,140.0,140.0
1146,10,36 inch bins,140.0,140.0,140.0
1147,10,36 inch bins,150.0,170.0,160.0
1148,10,36 inch bins,160.0,170.0,165.0
1149,10,36 inch bins,160.0,180.0,170.0
